"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total",
"1600000US3034584","Hartland Colony CDP, Montana","0","null","11","null",
"1600000US3034825","Haugan CDP, Montana","19","null","25","null",
"1600000US3035050","Havre city, Montana","9417","null","30","null",
"1600000US3035125","Havre North CDP, Montana","612","null","160","null",
"1600000US3035275","Hays CDP, Montana","1150","null","186","null",
"1600000US3035350","Heart Butte CDP, Montana","484","null","88","null",
"1600000US3035435","Hebgen Lake Estates CDP, Montana","66","null","64","null",
"1600000US3035600","Helena city, Montana","32060","null","35","null",
"1600000US3035622","Helena Flats CDP, Montana","1296","null","245","null",
"1600000US3035628","Helena Valley Northeast CDP, Montana","3607","null","508","null",
"1600000US3035631","Helena Valley Northwest CDP, Montana","4653","null","566","null",
"1600000US3035634","Helena Valley Southeast CDP, Montana","9316","null","982","null",
"1600000US3035637","Helena Valley West Central CDP, Montana","8550","null","871","null",
"1600000US3035640","Helena West Side CDP, Montana","1743","null","445","null",
"1600000US3035725","Helmville CDP, Montana","97","null","74","null",
"1600000US3035875","Heron CDP, Montana","273","null","194","null",
"1600000US3035912","Herron CDP, Montana","280","null","160","null",
"1600000US3036055","Hidden Lake Colony CDP, Montana","0","null","11","null",
"1600000US3036250","Highwood CDP, Montana","225","null","64","null",
"1600000US3036325","Hilger CDP, Montana","0","null","11","null",
"1600000US3036333","Hilldale Colony CDP, Montana","0","null","11","null",
"1600000US3036385","Hillside Colony CDP, Montana","241","null","208","null",
"1600000US3036400","Hingham town, Montana","123","null","49","null",
"1600000US3036475","Hinsdale CDP, Montana","287","null","59","null",
"1600000US3036700","Hobson city, Montana","185","null","54","null",
"1600000US3036925","Hogeland CDP, Montana","25","null","31","null",
"1600000US3037450","Homestead CDP, Montana","10","null","9","null",
"1600000US3037710","Horizon Colony CDP, Montana","0","null","11","null",
"1600000US3037825","Hot Springs town, Montana","618","null","138","null",
"1600000US3038125","Hungry Horse CDP, Montana","607","null","219","null",
"1600000US3038200","Huntley CDP, Montana","561","null","347","null",
"1600000US3038275","Huson CDP, Montana","56","null","44","null",
"1600000US3038350","Hysham town, Montana","227","null","71","null",
"1600000US3038480","Indian Springs CDP, Montana","0","null","11","null",
"1600000US3038725","Inverness CDP, Montana","50","null","35","null",
"1600000US3038950","Ismay town, Montana","0","null","11","null",
"1600000US3039025","Jackson CDP, Montana","12","null","11","null",
"1600000US3039175","Jardine CDP, Montana","47","null","27","null",
"1600000US3039325","Jeffers CDP, Montana","7","null","12","null",
"1600000US3039400","Jefferson City CDP, Montana","438","null","214","null",
"1600000US3039627","Jette CDP, Montana","200","null","126","null",
"1600000US3039700","Joliet town, Montana","592","null","146","null",
"1600000US3039775","Joplin CDP, Montana","298","null","146","null",
"1600000US3039925","Jordan town, Montana","366","null","98","null",
"1600000US3040000","Judith Gap city, Montana","115","null","51","null",
"1600000US3040075","Kalispell city, Montana","24260","null","25","null",
"1600000US3040355","Kerr CDP, Montana","156","null","95","null",
"1600000US3040525","Kevin town, Montana","127","null","47","null",
"1600000US3040580","Kicking Horse CDP, Montana","101","null","97","null",
"1600000US3040675","Kila CDP, Montana","368","null","156","null",
"1600000US3040680","Kilby Butte Colony CDP, Montana","0","null","11","null",
"1600000US3040685","King Arthur Park CDP, Montana","1951","null","926","null",
"1600000US3040718","King Ranch Colony CDP, Montana","40","null","86","null",
"1600000US3040720","Kingsbury Colony CDP, Montana","124","null","119","null",
"1600000US3040725","Kings Point CDP, Montana","233","null","175","null",
"1600000US3041050","Klein CDP, Montana","223","null","180","null",
"1600000US3041725","Kremlin CDP, Montana","51","null","28","null",
"1600000US3041910","Lake Mary Ronan CDP, Montana","42","null","24","null",
"1600000US3041950","Lakeside CDP, Montana","2463","null","470","null",
"1600000US3042100","Lakeview CDP, Montana","25","null","17","null",
"1600000US3042250","Lame Deer CDP, Montana","2231","null","277","null",
"1600000US3042325","Landusky CDP, Montana","22","null","18","null",
"1600000US3042475","Laredo CDP, Montana","0","null","11","null",
"1600000US3042700","Laurel city, Montana","7164","null","21","null",
"1600000US3042850","Lavina town, Montana","168","null","44","null",
"1600000US3043375","Lewistown city, Montana","5967","null","42","null",
"1600000US3043400","Lewistown Heights CDP, Montana","509","null","215","null",
"1600000US3043450","Libby city, Montana","2745","null","17","null",
"1600000US3043525","Lima town, Montana","224","null","91","null",
"1600000US3043675","Lincoln CDP, Montana","1096","null","267","null",
"1600000US3043710","Lindisfarne CDP, Montana","485","null","217","null",
"1600000US3043750","Lindsay CDP, Montana","12","null","9","null",
"1600000US3043830","Little Bitterroot Lake CDP, Montana","114","null","59","null",
"1600000US3043835","Little Browning CDP, Montana","151","null","141","null",
"1600000US3043975","Livingston city, Montana","8110","null","34","null",
"1600000US3044200","Lockwood CDP, Montana","7162","null","707","null",
"1600000US3044275","Lodge Grass town, Montana","502","null","115","null",
"1600000US3044350","Lodge Pole CDP, Montana","335","null","119","null",
"1600000US3044500","Logan CDP, Montana","17","null","18","null",
"1600000US3044650","Lolo CDP, Montana","4338","null","718","null",
"1600000US3044800","Loma CDP, Montana","97","null","67","null",
"1600000US3044950","Lonepine CDP, Montana","140","null","47","null",
"1600000US3045179","Loring Colony CDP, Montana","0","null","11","null",
"1600000US3046150","Luther CDP, Montana","42","null","27","null",
"1600000US3046225","McAllister CDP, Montana","176","null","173","null",
"1600000US3047275","Malmstrom AFB CDP, Montana","4098","null","355","null",
"1600000US3047425","Malta city, Montana","2031","null","296","null",
"1600000US3047460","Mammoth CDP, Montana","0","null","11","null",
"1600000US3047575","Manhattan town, Montana","1884","null","493","null",
"1600000US3047875","Marion CDP, Montana","1219","null","230","null",
"1600000US3048100","Martin City CDP, Montana","382","null","155","null",
"1600000US3048175","Martinsdale CDP, Montana","44","null","43","null",
"1600000US3048190","Martinsdale Colony CDP, Montana","47","null","70","null",
"1600000US3048250","Marysville CDP, Montana","97","null","51","null",
"1600000US3048585","Maverick Mountain CDP, Montana","79","null","36","null",
"1600000US3048625","Maxville CDP, Montana","84","null","55","null",
"1600000US3048775","Medicine Lake town, Montana","230","null","48","null",
"1600000US3049000","Melstone town, Montana","99","null","77","null",
"1600000US3049418","Midway Colony CDP, Montana","41","null","86","null",
"1600000US3049525","Miles City city, Montana","8441","null","41","null",
"1600000US3049600","Milford Colony CDP, Montana","0","null","11","null",
"1600000US3049750","Miller Colony CDP, Montana","0","null","11","null",
"1600000US3050200","Missoula city, Montana","73300","null","50","null",
"1600000US3050575","Moccasin CDP, Montana","42","null","30","null",
"1600000US3050950","Monarch CDP, Montana","18","null","20","null",
"1600000US3051175","Montana City CDP, Montana","2735","null","262","null",
"1600000US3051475","Montaqua CDP, Montana","149","null","99","null",
"1600000US3051550","Moore town, Montana","207","null","72","null",
"1600000US3052185","Mountain View Colony CDP, Montana","0","null","11","null",
"1600000US3052315","Muddy CDP, Montana","709","null","237","null",
"1600000US3052600","Musselshell CDP, Montana","31","null","19","null",
"1600000US3052900","Nashua town, Montana","270","null","74","null",
"1600000US3053200","Neihart town, Montana","44","null","28","null",
"1600000US3053476","New Miami Colony CDP, Montana","104","null","64","null",
"1600000US3053500","New Rockport Colony CDP, Montana","117","null","185","null",
"1600000US3053725","Niarada CDP, Montana","4","null","5","null",
"1600000US3053800","Nibbe CDP, Montana","96","null","110","null",
"1600000US3054475","Norris CDP, Montana","25","null","21","null",
"1600000US3054510","North Browning CDP, Montana","3253","null","448","null",
"1600000US3054684","North Harlem Colony CDP, Montana","31","null","23","null",
"1600000US3054925","Noxon CDP, Montana","181","null","86","null",
"1600000US3055075","Nye CDP, Montana","33","null","29","null",
"1600000US3055260","Old Agency CDP, Montana","69","null","36","null",
"1600000US3055450","Olney CDP, Montana","113","null","52","null",
"1600000US3055525","Opheim town, Montana","80","null","43","null",
"1600000US3055675","Orchard Homes CDP, Montana","5170","null","633","null",
"1600000US3056050","Outlook town, Montana","85","null","60","null",
"1600000US3056125","Ovando CDP, Montana","57","null","25","null",
"1600000US3056350","Pablo CDP, Montana","2037","null","381","null",
"1600000US3056425","Paradise CDP, Montana","157","null","96","null",
"1600000US3056575","Park City CDP, Montana","1065","null","220","null",
"1600000US3056650","Parker School CDP, Montana","608","null","152","null",
"1600000US3056800","Peerless CDP, Montana","7","null","9","null",
"1600000US3056875","Pendroy CDP, Montana","7","null","7","null",
"1600000US3057175","Philipsburg town, Montana","1025","null","223","null",
"1600000US3057475","Piltzville CDP, Montana","672","null","347","null",
"1600000US3057550","Pine Creek CDP, Montana","132","null","54","null",
"1600000US3057700","Pinesdale town, Montana","914","null","203","null",
"1600000US3057775","Pinnacle CDP, Montana","27","null","21","null",
"1600000US3057950","Pioneer Junction CDP, Montana","811","null","237","null",
"1600000US3058150","Plains town, Montana","1156","null","267","null",
"1600000US3058310","Pleasant Valley Colony CDP, Montana","0","null","11","null",
"1600000US3058375","Plentywood city, Montana","1660","null","189","null",
"1600000US3058450","Plevna town, Montana","278","null","130","null",
"1600000US3058675","Polebridge CDP, Montana","26","null","28","null",
"1600000US3058750","Polson city, Montana","5161","null","18","null",
"1600000US3058825","Pompeys Pillar CDP, Montana","24","null","21","null",
"1600000US3058834","Pondera Colony CDP, Montana","50","null","40","null",
"1600000US3058840","Ponderosa Pines CDP, Montana","520","null","291","null",
"1600000US3058900","Pony CDP, Montana","136","null","81","null",
"1600000US3058975","Poplar city, Montana","817","null","205","null",
"1600000US3059350","Potomac CDP, Montana","35","null","33","null",
"1600000US3059500","Power CDP, Montana","197","null","60","null",
"1600000US3059650","Prairie Elk Colony CDP, Montana","0","null","11","null",
"1600000US3059725","Pray CDP, Montana","889","null","230","null",
"1600000US3059950","Pryor CDP, Montana","518","null","133","null",
"1600000US3060400","Racetrack CDP, Montana","6","null","10","null",
"1600000US3060450","Rader Creek CDP, Montana","338","null","158","null",
"1600000US3060475","Radersburg CDP, Montana","64","null","67","null",
"1600000US3060850","Rapelje CDP, Montana","117","null","70","null",
"1600000US3061075","Ravalli CDP, Montana","191","null","129","null",
"1600000US3061300","Raynesford CDP, Montana","56","null","36","null",
"1600000US3061525","Red Lodge city, Montana","2032","null","311","null",
"1600000US3061675","Redstone CDP, Montana","38","null","36","null",
"1600000US3061900","Reed Point CDP, Montana","210","null","96","null",
"1600000US3062125","Reserve CDP, Montana","31","null","15","null",
"1600000US3062200","Rexford town, Montana","107","null","66","null",
"1600000US3062230","Rhodes CDP, Montana","225","null","245","null",
"1600000US3062245","Riceville CDP, Montana","37","null","45","null",
"1600000US3062275","Richey town, Montana","206","null","55","null",
"1600000US3062650","Rimini CDP, Montana","82","null","55","null",
"1600000US3062825","Rimrock Colony CDP, Montana","181","null","111","null",
